feature,lable
"[-3.1601694e+02  1.3162640e+02 -1.8207176e+00  1.8393658e+01
 -1.6169432e+00 -1.0873466e+01  3.5405414e+00 -3.1690314e-02
 -6.7808232e+00 -1.3535365e+00 -8.1317902e+00  2.6487067e+00
 -7.8808432e+00 -4.1790452e+00 -1.0048010e+01 -2.6927953e+00
 -5.6214547e+00 -1.0900687e+00 -5.4851656e+00 -3.2858553e+00
 -3.7779248e+00 -2.1061299e+00 -2.5481477e+00  1.0928923e+00
  5.4147949e+00  6.3501916e+00  8.7266207e+00  9.1241369e+00
  1.0022036e+01  9.3486586e+00  6.8255353e+00  5.8766665e+00
  4.0405388e+00  3.5595961e+00  1.8398347e+00 -1.2732779e+00
 -1.3047458e+00 -1.5674959e+00 -2.5161448e+00 -2.3770447e+00]",1
"[-4.52170258e+02  1.20228035e+02  1.03531675e+01  2.30251617e+01
  2.20589066e+01  2.47955914e+01 -2.65443277e+00  1.26070518e+01
 -2.82736182e+00  2.12401438e+00 -9.76570225e+00  4.82276869e+00
  3.27424812e+00  2.92923546e+00 -1.97409487e+00 -5.64076424e+00
 -9.86900616e+00  3.58526659e+00 -2.94334173e-01  2.67941451e+00
 -2.67091084e+00 -2.49740314e+00  1.09728670e+00  3.53537023e-01
  8.19949210e-01 -1.02109635e+00  2.07625628e-01 -1.48240197e+00
 -3.13334942e+00 -6.86983919e+00 -1.62832296e+00 -2.74518967e+00
 -4.35899436e-01 -3.90720606e+00 -1.66256875e-01 -5.45679569e+00
 -5.16297388e+00 -8.60799432e-01 -1.00057654e-01 -2.62352848e+00]",0
"[-2.9484494e+02  1.0512753e+02 -1.8343443e+01  2.1914505e+01
 -2.0279863e+01 -1.6236803e+01 -1.7901297e+01  1.3868399e+00
 -1.7793779e+01 -7.7549329e+00 -1.1257721e+01 -4.7035332e+00
 -4.4527979e+00 -4.5300646e+00 -5.4764490e+00 -3.0064054e+00
 -3.0635972e+00 -8.3478966e+00  6.5942103e-01  3.5746179e+00
 -2.1338544e+00  5.8891177e+00  9.4209619e-02  1.8020545e-01
 -2.0901456e+00 -6.6589969e-01  1.4479717e+00 -2.6022184e+00
  4.2004151e+00  2.3189402e+00  9.9337798e-01  2.5047548e+00
 -4.0599108e-01  1.8236040e-01  1.7205912e+00  2.9628450e-01
  2.6150687e-02 -7.5774848e-01  3.0936593e-01  3.6300410e-02]",1
"[-4.09560150e+02  1.00360100e+02  2.47546043e+01  3.83733101e+01
  5.43814802e+00 -2.31769257e+01 -2.68958778e+01 -5.42566872e+00
 -1.29506216e+01 -3.37371206e+00 -1.12247448e+01 -1.32191095e+01
 -1.44108152e+01 -2.42558336e+00 -1.15046425e+01 -3.31277680e+00
 -4.21822405e+00 -8.42058468e+00 -4.92658615e+00 -7.78849983e+00
 -6.23682499e+00  1.20676458e+00 -7.73270702e+00 -4.77855873e+00
 -2.72302985e+00  7.17864156e-01  6.88595891e-01 -2.81802678e+00
  1.44845951e+00 -1.70179695e-01  3.42931604e+00 -3.06871080e+00
 -2.68156528e-01 -2.09909725e+00 -4.76408601e-01  5.49640179e-01
  3.66287261e-01  7.93736875e-01  1.07708156e+00  2.75548244e+00]",1
"[-4.0092874e+02  1.5055524e+02 -1.2781788e+01  2.1687471e+01
 -6.9907608e+00 -4.0159151e-02 -5.6938744e+00 -1.1146100e+01
 -1.0046435e+01 -1.5097999e+01 -1.2313538e+01 -8.7351427e+00
 -5.4959459e+00 -4.7629256e+00 -6.4440618e+00 -4.3506589e+00
 -5.3924742e+00 -8.1046715e+00 -6.1781497e+00 -9.7792702e+00
 -1.0665454e+01 -4.6982269e+00 -4.8140364e+00 -5.1050792e+00
 -3.1533830e+00 -2.2083580e+00 -9.2871624e-01 -1.4980475e+00
 -2.8076246e+00 -1.9708093e+00  5.1117260e-02 -1.4301051e+00
 -1.3040249e+00  3.1880578e-01  1.1881834e+00  4.4427886e+00
  3.7835734e+00  1.2229680e+00  3.0775011e+00  2.8347118e+00]",1
"[-4.0896616e+02  1.3008752e+02  7.4262366e+00  2.3120684e+01
 -1.2975668e+01 -2.8255763e+00 -1.7708101e+01  3.2051785e+00
 -8.3391533e+00 -3.3777869e+00 -8.0039625e+00 -3.8832052e+00
 -5.8784962e+00  3.2607005e+00 -3.9101264e+00 -6.1379089e+00
  6.1328155e-01 -7.9978590e+00 -6.4017625e+00 -4.5815703e-01
 -7.3850665e+00 -3.0237532e+00 -2.5368311e+00 -1.8795784e+00
 -3.2650182e-01  3.3601353e-01  3.8637078e-01 -9.1487534e-02
  5.3099070e+00 -9.1256952e-01  2.8308127e+00  1.3738195e+00
 -2.5929730e+00  2.9399432e-02 -3.6306378e-01  1.9076215e+00
 -2.3120116e-01 -1.5427572e+00  4.8680681e-01 -1.1839330e+00]",1
"[-330.56863     108.21778      -2.1893156    17.893597    -14.543396
  -14.998341    -11.39781     -14.599797    -12.843181    -16.50266
  -12.282957    -13.312005    -14.107711     -7.3645887    -9.361002
  -12.998238     -7.1341043    -8.50945     -10.447799     -7.0825605
   -9.45503      -8.688608     -6.533248     -5.0721974    -4.591292
   -3.7102323    -1.9106774    -1.7543288    -1.4324244    -1.3307668
   -0.635186     -1.1625425    -0.8594734    -1.036859     -0.38398093
    1.5794877     2.4759765     3.5351677     4.2780004     4.0211325 ]",1
"[-3.6155637e+02  9.5769478e+01  2.6811337e+01  4.1452343e+01
  8.5815239e+00  3.0586736e+00 -9.6154839e-01  6.3998122e+00
  1.4145445e+00 -5.0599446e+00 -2.1253476e+00 -2.4656107e+00
 -1.2557369e+00 -2.3986595e+00 -7.3051562e+00  1.3848660e+00
 -2.9946816e+00  1.4601824e-01 -5.2849298e+00 -6.8011209e-02
 -4.0921178e+00  2.3485212e+00  4.0687356e+00  4.1355205e+00
  1.4958129e+00  7.2825847e+00 -8.7850249e-01  5.0908074e+00
  1.2097763e+00  3.1348553e+00  3.0260899e+00  2.5777166e+00
  5.5993915e+00  3.9270375e+00  1.6075630e+00  4.0390596e+00
  5.4370540e-01 -2.3812503e-01  2.6748788e+00 -2.1550789e+00]",1
"[-3.0965485e+02  9.6065163e+01 -2.1962836e+00  2.0922422e+01
 -6.7297630e+00 -1.7951374e+01 -9.5928812e+00 -4.2586522e+00
 -1.4083191e+01 -2.8342185e+00 -1.3714876e+01 -5.2036433e+00
 -1.4047543e+01  2.4071662e+00 -1.0345181e+01 -2.2905016e-01
  2.4197400e+00 -1.8803182e+00  1.6027127e-01  6.3380247e-01
 -1.7448499e+00  1.3771230e+00  1.1337125e+00  1.6905297e+00
  2.3556209e+00  3.7446976e+00  4.2219648e+00  2.8600516e+00
  2.9429467e+00  3.9740899e-01  5.3956956e-01  7.5335640e-01
 -8.0596370e-01 -9.0300888e-01  7.0037389e-01 -1.5786527e+00
 -9.1934556e-01 -1.6722274e+00 -1.1668394e+00 -1.2973151e+00]",1
"[-3.7407809e+02  9.4333420e+01 -1.8600550e+01  3.6770454e+01
 -8.4028921e+00 -1.6089230e+01 -1.5080973e+01 -2.5797531e+01
 -8.6793633e+00 -1.1694519e+01 -1.3656996e+01 -1.4920211e+01
 -1.0464228e+01 -6.5972204e+00 -8.0304260e+00 -5.9242659e+00
 -3.3941271e+00 -2.4859211e+00 -8.9847240e+00 -4.2518182e+00
 -2.0214176e+00 -5.9973407e+00  3.7480056e-01 -2.4540784e+00
 -4.6795554e+00 -1.7582238e+00 -4.5259929e+00 -2.8423886e+00
 -6.7155737e-01  1.0814966e-01  2.2921562e+00  2.6345947e+00
  2.1705348e+00 -5.2751881e-01 -6.9644945e-03  1.1093524e+00
 -3.1303546e+00 -2.4162803e+00 -5.6212240e-01 -2.0515184e+00]",0
"[-3.1343439e+02  1.1443302e+02  4.5560651e+00 -3.7798807e-01
  3.8397410e+00 -1.8845915e+01 -2.0631409e+01 -7.4338136e+00
 -1.8220659e+01 -4.6812959e+00 -1.1765182e+01 -2.7736530e+00
 -5.4671779e+00 -4.9814825e+00 -1.1126675e+01 -8.2007732e+00
 -4.0493979e+00 -8.3448887e+00 -7.7821107e+00 -2.9408939e+00
 -1.4131826e+00  1.0275551e+00  3.5451362e+00  1.6251190e+00
  1.3753752e+00  3.3747897e+00  4.2312220e-01  2.6381066e+00
  3.6511214e+00  3.7267756e+00  1.5683879e+00  1.4907926e+00
  1.2333821e+00  1.9370988e-01  8.5937560e-01 -1.1181906e+00
 -1.9321649e+00 -2.7565284e+00 -1.9423879e+00 -1.1245604e+00]",1
"[-4.3416125e+02  9.1736061e+01  1.4140594e+01  1.6398159e+01
 -1.2892128e+01  1.5496600e+00 -1.2666313e+01  3.6991048e+00
 -8.7053089e+00  5.3289638e+00 -1.1795393e+01  2.0723686e+00
 -7.2298584e+00  3.3947206e+00 -6.9537511e+00 -4.1362581e-01
 -4.9272938e+00 -1.2541333e+00 -1.7587641e+00  2.4633658e+00
  1.3570141e+00  3.1514239e+00  2.1358411e+00  2.3093574e+00
  2.9110179e+00  3.7556696e+00  5.2158322e+00  4.8699613e+00
  5.6604018e+00  4.3223929e+00  5.3864255e+00  3.6479135e+00
  3.7693999e+00  1.7760019e+00  1.6916950e+00  1.0116377e+00
  1.8615837e+00 -1.8604055e-01  4.1602594e-01 -1.2208489e+00]",1
"[-437.23947     120.73689      38.774113     38.066574     16.256552
  -33.54365     -33.310074     -5.808208    -11.816385    -20.017725
   -8.604365     -2.1933079    -6.1162753     0.46994257   -5.5671797
   -8.142156     -5.3439713    -3.7296863    -5.1158595    -6.7346935
   -4.8922334    -1.9720525    -3.43858      -2.3331347     1.3831062
    3.5327065     2.0745602     2.9061136     3.9284613     1.2247418
    3.6803596     6.343286      4.997613      5.5784216     4.374908
   -0.6719988    -1.1059909    -2.0000615    -3.3868153    -3.7541175 ]",1
"[-3.9251996e+02  8.1200340e+01 -1.3115256e+00  2.2745562e+01
 -1.9351767e+01 -1.1492881e+01 -1.3777527e+01 -1.2132322e+01
 -1.4861982e+01 -6.3432670e+00 -1.5635857e+01 -7.9809856e+00
 -9.4113388e+00 -6.2094154e+00 -9.6207743e+00 -5.5351105e+00
 -3.6270041e+00 -4.8853517e+00 -4.4434590e+00 -6.4507318e-01
 -6.9339347e+00 -4.5589991e+00 -1.3478771e+00 -5.1100373e+00
 -2.2920091e+00 -3.1527770e+00 -1.8075706e+00  1.7255932e-01
  2.6024935e+00  1.6448672e+00  3.7899823e+00  4.1001592e+00
  2.5372391e+00  1.2952956e+00 -4.9133435e-02  1.3470364e+00
 -2.4533010e-01 -2.2224782e+00 -3.0137777e+00 -2.5280075e+00]",1
"[-5.0522125e+02  9.1346703e+01  6.1526475e+00  2.0324127e+01
  9.7244567e-01 -2.2206362e+01 -1.7877903e+01  1.9845360e+01
 -1.6099403e+01  4.5569534e+00 -1.6333061e+01  4.9083138e+00
 -1.0028139e+01  7.4228950e+00 -8.6161652e+00 -1.4926053e+00
 -6.7393584e+00 -3.9565680e+00 -2.1710658e+00  7.0417434e-01
 -3.2184601e+00  3.6687192e-02 -6.7984790e-01  7.0318966e+00
  1.2471180e+00  6.7937608e+00  5.5270433e+00  5.0013652e+00
  1.0092793e+01  4.3551035e+00  8.1411228e+00  4.1432838e+00
  7.0619268e+00  2.7102010e+00  4.7856259e+00  2.3912358e+00
  4.0261602e-01  7.1735913e-01 -2.0005612e+00 -1.4201355e+00]",1
"[-4.1129803e+02  1.0401092e+02  1.0277186e+01  2.9011877e+01
 -4.3534889e+00 -1.4783208e+01 -7.9123676e-01  3.5691857e+00
 -1.5484654e+01 -4.9574551e-01 -9.7585487e+00 -1.3637590e+00
 -1.0448981e+01  2.5981503e+00 -6.2150588e+00 -4.4844055e+00
  1.2681814e+00 -1.9508387e+00 -1.8757939e+00  1.1593685e+00
 -6.2508261e-01  5.9937177e+00 -3.5603955e-01  1.9626216e+00
  6.5380626e+00  3.9218001e+00  2.8150139e+00 -1.0277423e+00
  5.5860429e+00  3.0589566e+00  1.1255236e+00  4.0417366e+00
  2.1236260e+00  2.1879988e+00  5.3085327e+00  2.2752275e+00
  3.6488192e+00  2.8239865e+00 -6.2472725e-01  6.1477619e-01]",1
"[-4.6915128e+02  9.1015114e+01  8.2466917e+00  4.7268982e+01
 -1.0437543e+01  1.5864677e+01 -4.4464879e+00  1.4836781e+00
 -3.0992639e+00  4.9912772e+00 -9.0886497e+00 -5.6852846e+00
 -5.0808196e+00 -2.8005305e-01 -6.3172879e+00 -2.6771972e+00
 -3.7392187e+00 -7.4203024e+00 -5.1769361e+00 -3.2715979e+00
 -5.2000690e+00 -1.5600853e+00 -1.8645500e+00 -2.0676811e+00
  1.0876884e+00 -3.8554442e+00 -1.4529791e+00 -8.0923426e-01
 -1.4049196e+00 -1.1717384e+00  1.1496316e+00  1.4659467e+00
  3.2247302e-01 -1.6828418e-01  1.0653460e+00  1.2474616e+00
  1.7205590e+00 -4.7251683e-01 -4.7899303e-01  4.8728460e-01]",1
"[-3.67091034e+02  1.04025024e+02  1.50994291e+01  1.45024328e+01
  1.49326296e+01 -1.06541662e+01 -1.05283117e+01  6.56613398e+00
 -2.38594971e+01  3.30858946e+00 -1.33749018e+01 -1.33696735e+00
 -1.04192648e+01  4.82119131e+00 -9.61856174e+00  2.63391972e+00
 -8.12082863e+00 -9.46959686e+00 -1.02514324e+01 -2.42257237e+00
 -8.12072277e+00 -3.11919689e+00  2.34186935e+00 -5.38725257e-01
  5.85990548e-01  2.31897473e+00 -7.79359996e-01 -2.52723861e+00
 -5.78246750e-02 -2.54550129e-01  1.38004616e-01 -4.86074597e-01
  5.27806461e-01  1.34040403e+00  3.61859465e+00 -1.29721498e+00
 -3.48294020e+00 -1.67930079e+00 -1.67011464e+00 -5.19785213e+00]",1
"[-2.8712137e+02  1.5952681e+02  3.4160352e+00  1.2515507e+01
 -8.9967937e+00 -3.0856991e+01 -1.6503400e+00 -7.7744207e+00
 -2.2222530e+01 -7.2634716e+00 -9.1249838e+00 -1.4468526e+01
 -8.2904463e+00 -8.2282963e+00 -1.1959338e+01 -7.8158588e+00
 -3.4286706e+00 -7.7007351e+00 -1.1307982e+01 -8.4747601e+00
 -6.5692854e+00 -5.2002029e+00 -2.8530924e+00 -1.6008323e+00
 -6.1713614e-02  1.1818056e+00  7.0377392e-01  4.2518936e-02
  2.2327437e+00  7.6860875e-01 -3.0506711e+00 -2.0942345e+00
 -1.0127487e+00 -1.3737177e+00 -7.0451486e-01 -6.9487977e-01
 -4.1291273e-01  6.5750289e-01  6.5528637e-01  9.1641778e-01]",1
"[-3.2041281e+02  1.2301841e+02 -5.2282476e+00  8.4524803e+00
  8.6082706e+00 -1.2157675e+01 -1.8787632e+01 -8.5643034e+00
 -1.2402198e+01  3.9577076e-01 -2.3737879e+01 -3.6622855e-01
 -7.2547650e+00 -8.4072418e+00 -1.3639436e+01  9.3336314e-01
 -1.5924482e+01 -3.9690859e+00 -1.1007265e+01 -5.0981832e+00
 -6.6962562e+00 -7.7315669e+00 -3.2175889e+00 -2.8811533e+00
 -4.4008741e+00 -3.0145395e-01 -2.6848245e+00 -5.0714831e+00
 -1.3142202e+00 -7.6399336e+00 -3.7873509e+00 -4.1045442e+00
 -4.3962088e+00 -4.2031131e+00 -4.3825307e+00 -6.1764860e+00
 -3.8111897e+00 -5.0108361e+00 -5.3411250e+00 -4.8333974e+00]",1
"[-3.94300293e+02  9.87396317e+01  1.80605564e+01  2.85088100e+01
  2.30792356e+00  7.72007275e+00 -1.14353991e+01  6.74832344e+00
 -2.00285301e+01 -3.61673737e+00 -1.55338087e+01 -7.74033976e+00
 -1.07080555e+01 -6.44620895e+00 -5.18289185e+00 -7.71807194e+00
 -5.63049507e+00 -5.53931713e+00 -7.85881424e+00 -5.77477455e+00
 -8.58282375e+00 -6.00277472e+00 -5.15022755e+00 -5.50406933e+00
 -4.88262892e+00 -1.29603040e+00 -1.56059551e+00 -2.30011272e+00
  9.85444486e-01 -1.70720232e+00 -2.72471935e-01  8.87069345e-01
  1.21673059e+00  1.16004193e+00  2.37146094e-01  1.07714832e+00
 -1.12308443e+00 -4.22095776e-01 -1.14238131e+00 -1.53651798e+00]",1
"[-3.3301364e+02  9.2647896e+01  4.5490036e+00  3.0061455e+01
 -1.9652038e+00 -8.7594023e+00 -7.2879548e+00 -7.3590832e+00
 -2.0323565e+01 -5.0143437e+00 -1.3783937e+01 -2.9770784e+00
 -5.9485807e+00 -3.1859767e+00 -9.8210859e+00 -7.2389007e+00
 -2.8260021e+00 -8.6713209e+00 -6.4237657e+00 -4.4857326e+00
 -6.2199321e+00 -3.1087825e+00 -3.8110319e-01 -3.0669491e+00
 -1.3164161e+00 -1.7110737e-02  7.3540175e-01 -2.3523733e-01
  7.4234509e-01  3.2790678e+00  3.2732213e+00  4.5372009e+00
  5.5749784e+00  5.0937562e+00  4.5544343e+00  2.7623763e+00
  5.7723898e-01 -5.7822812e-01 -8.4419078e-01 -2.2958639e+00]",0
"[-3.9802005e+02  1.3404361e+02  9.8036522e-01  1.3951857e+01
 -7.8003449e+00 -1.2909180e+01  9.6080698e-02 -8.6409748e-01
 -1.6454086e+01  6.8259640e+00 -5.7179937e+00 -5.6980200e+00
 -4.9350243e+00  3.1456130e+00 -7.8602225e-01 -8.1583796e+00
  2.3579664e+00 -1.4927264e+00 -6.1157954e-01  1.0824259e+01
  3.4761219e+00  5.8330965e+00  3.9103539e+00  5.0577694e-01
  1.3697772e+00  1.4814426e+00 -5.7129395e-01  1.7256085e+00
  3.1641368e-02 -4.2173189e-01  5.1522865e+00  1.1955568e+00
  2.3488009e+00  2.3036816e+00  1.1133350e+00  3.4172800e+00
  3.4252055e+00  4.4510803e+00  3.1099432e+00  1.1070271e+00]",1
"[-3.91861664e+02  8.83438568e+01 -2.86592460e+00  2.66839428e+01
  4.14687514e-01  7.73289776e+00 -1.28011675e+01  3.76819181e+00
 -1.07359991e+01 -1.47145188e+00 -1.81032562e+01  2.34843165e-01
 -1.52614050e+01 -7.59735346e+00 -1.27652941e+01 -2.29427567e+01
 -6.04378748e+00 -1.11631279e+01 -1.37257576e+01 -6.94487286e+00
 -9.53847408e+00 -4.78338337e+00 -7.40392447e+00 -4.49341393e+00
 -2.61436319e+00 -4.81749582e+00 -1.77362874e-01 -2.87786007e+00
 -4.32833433e+00  1.53133738e+00 -1.20710468e+00 -1.42887846e-01
  3.47928357e+00  4.28722709e-01  4.84634280e-01 -1.27464056e+00
 -4.91492391e-01 -1.40992773e+00 -1.44983184e+00  7.08550289e-02]",1
"[-344.51822     114.15657     -11.664196     13.918726     -6.845348
  -18.615112     -8.604136     -1.099638    -10.875003      1.3050572
   -3.3916063     2.6676943   -11.207361     -4.2986474    -8.687232
   -7.591884      2.45316      -8.287386     -6.6253867    -3.4756505
   -5.333264     -3.6686537    -4.430603     -1.0648103    -1.4372289
    5.8239937    -1.455093      3.6737168     2.0391896     4.1321554
    5.8197126     2.9246855     6.0839295     4.2062473     2.8304145
    0.89941657    1.1018311    -1.6766113    -1.3883386    -1.3221657 ]",1
"[-4.4844171e+02  8.5275139e+01  5.0594147e+01  1.6477886e+01
 -4.1080601e+01  1.4433172e+01 -2.9666906e+01  7.2237215e+00
 -4.4544392e+00 -4.6649733e+00 -2.2551388e+01 -6.2787099e+00
 -6.6624050e+00 -3.8124263e+00 -4.1164861e+00 -1.4640900e+01
 -5.0094328e+00 -1.4902238e+01 -1.1634103e+01 -1.0318654e+01
 -1.1097304e+01 -5.0660739e+00 -1.0123228e+01 -3.7647185e+00
 -4.8807487e+00 -5.7122641e+00 -2.0587866e+00 -4.0999846e+00
 -1.1376734e+00 -7.9794186e-01 -2.5264686e-01  4.9135118e+00
  2.7394800e+00  7.0215192e+00  3.3329163e+00  4.5976143e+00
  7.8885436e-01  7.0658159e-01 -1.5774385e+00 -4.7436619e+00]",0
"[-3.65455109e+02  1.06642097e+02  8.25484180e+00  2.92662888e+01
 -2.59389782e+01 -1.45026505e+00 -3.16361524e-02 -1.34509325e+01
 -7.00210762e+00  7.21036959e+00 -1.55639038e+01 -1.12734232e+01
 -8.65893459e+00 -5.55135441e+00 -2.21729159e+00 -6.50002670e+00
  7.30289316e+00 -5.21154165e+00 -7.46440232e-01  2.49262214e+00
 -1.03032007e+01 -1.44059157e+00 -4.78508711e+00 -2.92794323e+00
 -6.29180670e+00 -2.68167686e+00  1.85180858e-01 -2.37949014e+00
  4.01974535e+00  1.23408711e+00  4.91990995e+00  4.35030460e+00
  3.97992802e+00  1.21673048e+00  4.87339288e-01 -5.37241280e-01
 -3.76522422e+00 -1.77643609e+00 -4.98286200e+00 -2.46468329e+00]",1
"[-444.52762     72.4876       3.1286612   40.57444     -8.422263
  -18.24302     -6.408789    -3.8473244  -19.834738    -4.1939855
  -12.432394    -7.935165    -1.050803    -6.470825    -6.800046
   -7.682513    -4.4905515   -5.143772    -6.486917    -4.3576465
   -8.597239    -5.449468    -1.9500945   -6.4314694   -3.3733535
   -1.1556013   -0.7646205   -1.384271    -1.1137161   -1.5406891
    0.6746776    3.4285793    4.6397204    6.609975     7.894164
    7.5649548    7.0294414    5.105061     5.421451     3.1074   ]",0
"[-406.5027       97.58449      24.55408      21.885942     -6.1862664
  -26.451818    -27.260996    -13.522089    -16.18207     -12.342577
  -15.036478    -18.942827     -5.72856      -4.2669744    -9.617797
   -6.907226     -6.8481464   -10.641965     -8.507792     -6.9816527
   -7.531972     -5.933897     -2.6175425     1.6621519     5.065472
    7.21034       7.785912      6.1784205     7.120121      5.409482
    2.3412578     0.88664204   -1.3473245    -1.8894639    -3.2439086
   -2.6529264    -2.6974053    -4.147936     -2.9283857    -3.5827835 ]",0
"[-3.3070966e+02  1.2957768e+02  6.5430355e+00  2.4601156e+01
 -2.9563806e+00 -8.8429747e+00  2.7140996e+00  3.1729996e-01
 -1.0270983e+01 -2.4071085e+00 -8.8615198e+00 -2.0826061e+00
 -1.0309517e+01 -3.0133123e+00 -1.4352608e+01  4.3802028e+00
  6.6105887e-02 -1.4019197e+00 -1.2387532e+00 -6.5394962e-01
 -5.5583711e+00 -2.5534394e+00 -3.9362073e+00 -4.6990957e+00
 -1.0909797e+00 -8.9244252e-01  4.1728024e+00  4.1549168e+00
  6.2991424e+00  4.5455050e+00  6.2159486e+00  6.9907098e+00
  7.3785996e+00  8.0476131e+00  6.2561078e+00  7.0207319e+00
  6.2203217e+00  2.3394027e+00  1.9437874e-02  4.8114827e-01]",1
"[-295.14883     128.46147      -2.6427515    21.443111     -1.7438933
  -11.070628      2.5464666    -0.59602493   -8.872665     -2.9454157
   -7.841788      1.9413615    -6.6360736    -3.1978571    -8.51008
   -2.3871558    -6.51181      -1.1140978    -6.5636716    -2.2423003
   -3.406984     -1.9066943    -1.4219531     1.5603578     4.1252613
    6.89801       9.143289      9.964672      9.955454     10.401095
    7.9906635     5.0229416     3.421119      2.3670244     0.74539393
   -1.3037511    -1.6837379    -1.2301716    -2.1057627    -3.044086  ]",1
"[-4.5026733e+02  1.1742326e+02  1.4877456e+01  2.3435247e+01
  2.5811455e+01  2.5434565e+01 -1.1648011e+00  1.1805781e+01
 -3.0667539e+00  3.0727048e+00 -9.9229183e+00  2.8623412e+00
  2.4830928e+00  3.6117525e+00 -5.0429845e-01 -4.1424246e+00
 -9.2230873e+00  3.8715355e+00 -3.0041412e-02  4.1349916e+00
 -1.0130683e+00 -2.1915536e+00  6.0413063e-01 -3.3471286e-01
  4.4106549e-01 -1.3209312e+00  6.3691783e-01 -1.3331606e+00
 -2.8939812e+00 -6.6790214e+00 -1.5062172e+00 -3.3649833e+00
  1.3176753e-01 -3.6092150e+00 -2.1670541e-01 -3.6323571e+00
 -5.0646205e+00 -8.4291047e-01 -7.4465111e-02 -1.3844873e+00]",0
"[-2.7174304e+02  9.9298294e+01 -6.7734704e+00  1.7261948e+01
 -1.0005863e+01 -9.2558460e+00 -1.3546279e+01  3.6571453e+00
 -2.5424376e+01 -2.7165434e+00 -1.3943970e+01 -3.7785420e+00
 -4.4349546e+00 -5.7251239e+00 -6.4524226e+00 -1.0108415e+00
 -3.6327493e+00 -5.5035691e+00 -3.4795303e+00  9.0289158e-01
 -3.5769653e-01  3.1382036e+00  2.3922589e+00  3.5781127e-01
 -4.8479456e-01  1.7137989e+00 -6.1201835e-01 -1.8152510e-01
  1.6504170e+00  1.2822932e+00 -3.4655371e-01  1.3781796e+00
 -9.6648800e-01  4.9596688e-01  1.7875585e-01 -1.6732247e-01
 -6.0406208e-01 -8.6560714e-01 -7.7142060e-01 -1.2606462e+00]",1
"[-4.5335077e+02  9.6102654e+01  4.0960823e+01  3.8889854e+01
  7.8839736e+00 -5.3260803e+00 -2.1525173e+01 -1.3890924e+01
 -1.0987314e+01 -7.3136873e+00 -1.5863555e+01 -9.1964874e+00
 -1.2170599e+01 -1.3749985e+00 -1.2603060e+01 -6.5460052e+00
 -3.0761108e+00 -1.1762588e+01 -3.4772539e+00 -2.7518628e+00
 -1.2573542e+01 -3.4192824e+00 -8.9103305e-01 -6.4221902e+00
 -4.6107683e+00 -3.3543756e+00  3.2157058e-01 -8.1807864e-01
  2.2284718e+00 -7.1626592e-01  8.2016981e-01  5.3923517e-01
  4.0852484e-01  1.1511632e+00  2.4365181e-01  1.8538319e-01
  1.0574912e+00  2.9506574e+00  6.4881694e-01  1.6753874e+00]",1
"[-4.1216452e+02  1.6768869e+02 -2.2319363e+01  1.5982390e+01
 -9.2004013e+00 -1.0064955e+01 -1.9509064e+01 -1.2030770e+01
 -3.2444470e+00 -1.5893558e+01 -1.0374682e+01 -9.6758051e+00
 -7.9495759e+00 -3.7661610e+00 -8.3225021e+00 -9.3140488e+00
 -3.1509876e+00 -4.5370026e+00 -9.5724535e+00 -1.0039845e+01
 -8.2605991e+00 -4.3760910e+00 -6.6657624e+00 -5.4978957e+00
 -1.2680366e+00  4.1799125e-01 -8.3548531e-02 -3.0957882e+00
 -4.0734005e+00 -2.5748842e+00 -1.2586064e+00 -2.0844274e+00
 -4.3228722e-01  1.1298132e+00  3.3873894e+00  2.8404145e+00
  9.0201551e-01  4.6329174e+00  5.2346439e+00  1.3327198e+00]",1
"[-4.0088187e+02  1.2674440e+02  9.4311991e+00  2.5388235e+01
 -1.0291763e+01 -3.2393401e+00 -1.7664246e+01  3.2438943e+00
 -9.2114992e+00 -5.7758069e+00 -6.7495289e+00 -3.8866165e+00
 -5.2392001e+00  1.5336554e+00 -7.5063056e-01 -8.1197433e+00
  1.0678430e+00 -6.4494352e+00 -7.5617590e+00  9.4602607e-02
 -7.6751385e+00 -2.1506651e-01 -2.7273841e+00 -1.5431004e+00
 -1.0595005e+00 -5.9022182e-01  2.1934030e+00 -1.3044316e+00
  4.2399116e+00 -6.7973256e-01  8.6678672e-01  2.3563182e+00
 -3.2373083e+00  1.1417187e-01  5.0918603e-01 -4.4952774e-01
  3.4196258e-01 -2.1716888e+00  2.1065332e-01 -1.0023180e+00]",1
"[-3.04777771e+02  9.28372803e+01 -7.65350819e+00  2.49045429e+01
 -1.54163532e+01 -1.13360195e+01 -1.00420065e+01 -1.51197805e+01
 -1.10965405e+01 -1.70517025e+01 -1.19476557e+01 -1.25308371e+01
 -1.45339804e+01 -6.37047958e+00 -9.75614929e+00 -1.30763960e+01
 -6.73057413e+00 -8.81894016e+00 -9.06536388e+00 -6.33388710e+00
 -9.13097477e+00 -7.55617809e+00 -6.03627348e+00 -4.33170462e+00
 -2.91324449e+00 -2.40999484e+00 -1.84679683e-02  3.26510221e-01
  4.02370654e-02  6.80057704e-01  6.19960904e-01  3.32747519e-01
  9.08589125e-01 -2.93768466e-01  1.36674607e+00  2.26623702e+00
  2.36730742e+00  2.88974309e+00  2.97215414e+00  3.03202534e+00]",0
